 no_of_dependents, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, loan_status, education_ Graduate, education_ Not Graduate, self_employed_ No, self_employed_ Yes,loan_status_encoded
2,800000,2300000,12,342,2200000,1300000,1800000,Rejected,1.0,0.0,0.0,1.0,0
5,6900000,23900000,6,382,17100000,6900000,21500000,Rejected,1.0,0.0,0.0,1.0,0
2,2000000,5300000,10,681,4900000,1400000,4300000,Approved,0.0,1.0,0.0,1.0,1
0,1100000,3300000,10,482,2800000,300000,2900000,Rejected,1.0,0.0,1.0,0.0,0
4,1200000,2600000,8,872,1600000,2100000,2700000,Approved,1.0,0.0,1.0,0.0,1
4,9000000,28900000,6,637,11300000,1200000,33000000,Approved,1.0,0.0,0.0,1.0,1
0,800000,2600000,2,618,300000,1200000,2000000,Approved,0.0,1.0,0.0,1.0,1
5,4200000,9400000,6,678,4700000,5500000,9900000,Approved,1.0,0.0,0.0,1.0,1
0,4400000,10600000,20,653,6800000,4600000,16800000,Approved,1.0,0.0,1.0,0.0,1
1,5400000,17900000,14,727,13100000,0,12300000,Approved,1.0,0.0,1.0,0.0,1
1,1700000,5600000,2,882,3100000,2600000,6700000,Approved,0.0,1.0,0.0,1.0,1
3,8200000,20600000,10,441,16100000,11400000,29100000,Rejected,0.0,1.0,0.0,1.0,0
4,8000000,29100000,4,421,3100000,12000000,27000000,Approved,1.0,0.0,1.0,0.0,1
3,9000000,19800000,20,348,8600000,9200000,25300000,Rejected,1.0,0.0,0.0,1.0,0
5,8200000,20900000,14,726,11400000,4800000,26000000,Approved,0.0,1.0,0.0,1.0,1
5,7600000,18700000,14,509,8500000,8500000,22200000,Rejected,0.0,1.0,0.0,1.0,0
2,2900000,6600000,10,326,8600000,2200000,7400000,Rejected,1.0,0.0,1.0,0.0,0
1,8000000,24600000,12,649,10800000,1600000,21800000,Approved,1.0,0.0,0.0,1.0,1
2,2900000,11000000,2,835,4900000,3200000,11500000,Approved,0.0,1.0,1.0,0.0,1
4,8200000,20700000,10,546,10800000,7000000,25000000,Rejected,0.0,1.0,1.0,0.0,0
3,6000000,16000000,12,606,2600000,11600000,19300000,Approved,0.0,1.0,0.0,1.0,1
2,5400000,14800000,6,724,1000000,400000,13100000,Approved,0.0,1.0,0.0,1.0,1
5,3300000,10000000,12,489,2000000,500000,7200000,Rejected,0.0,1.0,1.0,0.0,0
1,5400000,19400000,8,800,800000,6100000,19500000,Approved,0.0,1.0,1.0,0.0,1
5,4200000,8700000,6,583,6000000,800000,8500000,Approved,1.0,0.0,0.0,1.0,1
2,8200000,19600000,16,636,11500000,2300000,28800000,Approved,0.0,1.0,0.0,1.0,1
0,3500000,11700000,14,649,2700000,700000,11400000,Approved,1.0,0.0,0.0,1.0,1
2,9900000,37300000,8,385,600000,900000,27400000,Rejected,1.0,0.0,0.0,1.0,0
0,2600000,8200000,8,722,3500000,4200000,7100000,Approved,1.0,0.0,0.0,1.0,1
5,1400000,3000000,6,754,3500000,2700000,5300000,Approved,0.0,1.0,1.0,0.0,1
1,2600000,7700000,6,399,3700000,4300000,8900000,Rejected,0.0,1.0,1.0,0.0,0
4,1900000,6100000,2,462,2100000,3300000,5400000,Approved,1.0,0.0,1.0,0.0,1
0,8500000,20000000,16,786,13300000,7400000,17700000,Approved,1.0,0.0,0.0,1.0,1
5,8000000,22500000,20,784,7600000,7300000,26000000,Approved,0.0,1.0,0.0,1.0,1
1,8700000,34000000,16,663,5400000,10700000,17800000,Approved,1.0,0.0,1.0,0.0,1
3,500000,1500000,6,392,1400000,200000,1800000,Rejected,1.0,0.0,1.0,0.0,0
1,9800000,37900000,4,816,21800000,12200000,26100000,Approved,1.0,0.0,1.0,0.0,1
1,1800000,6500000,6,540,2500000,3200000,5000000,Rejected,1.0,0.0,1.0,0.0,0
4,2000000,4000000,10,636,2100000,0,4000000,Approved,0.0,1.0,0.0,1.0,1
1,7600000,18800000,14,403,20900000,4700000,24700000,Rejected,0.0,1.0,0.0,1.0,0
4,900000,2600000,2,602,600000,800000,3200000,Approved,0.0,1.0,1.0,0.0,1
4,7900000,30600000,2,569,7600000,3400000,20100000,Approved,1.0,0.0,1.0,0.0,1
0,9600000,22900000,8,515,4300000,14700000,33300000,Rejected,0.0,1.0,0.0,1.0,0
0,2300000,6200000,8,712,6800000,1700000,8800000,Approved,0.0,1.0,0.0,1.0,1
3,5400000,14400000,8,677,11000000,7900000,20800000,Approved,1.0,0.0,0.0,1.0,1
5,9700000,27400000,2,328,0,18400000,22000000,Rejected,0.0,1.0,0.0,1.0,0
1,4100000,10300000,12,364,9500000,6100000,14900000,Rejected,1.0,0.0,1.0,0.0,0
0,9900000,27000000,16,566,3500000,17300000,36900000,Approved,0.0,1.0,1.0,0.0,1
5,4400000,15300000,4,401,200000,5400000,17500000,Approved,1.0,0.0,1.0,0.0,1
3,1000000,3500000,16,834,800000,1700000,3000000,Approved,1.0,0.0,0.0,1.0,1
1,3500000,11600000,10,898,3100000,2700000,9000000,Approved,0.0,1.0,0.0,1.0,1
2,300000,600000,2,383,600000,300000,1100000,Rejected,0.0,1.0,1.0,0.0,0
0,5000000,17000000,6,624,6700000,6200000,15400000,Approved,0.0,1.0,0.0,1.0,1
0,1800000,6600000,4,898,2400000,100000,4600000,Approved,1.0,0.0,1.0,0.0,1
0,1500000,4100000,12,789,3600000,1600000,5800000,Approved,0.0,1.0,0.0,1.0,1
5,9800000,30300000,6,867,20800000,16000000,30200000,Approved,1.0,0.0,0.0,1.0,1
5,9400000,23100000,6,762,12400000,10200000,22300000,Approved,0.0,1.0,0.0,1.0,1
2,200000,600000,8,552,400000,200000,700000,Approved,0.0,1.0,0.0,1.0,1
0,3200000,11600000,4,393,4700000,300000,8000000,Approved,0.0,1.0,0.0,1.0,1
0,6400000,25100000,16,628,16100000,2900000,18100000,Approved,1.0,0.0,1.0,0.0,1
1,8700000,31700000,12,525,7800000,10200000,30300000,Rejected,1.0,0.0,0.0,1.0,0
2,6100000,19400000,8,379,5300000,10800000,14300000,Rejected,0.0,1.0,0.0,1.0,0
4,2800000,10800000,2,841,700000,2600000,7100000,Approved,0.0,1.0,1.0,0.0,1
3,600000,1100000,8,538,500000,800000,1400000,Rejected,1.0,0.0,1.0,0.0,0
3,2400000,8100000,6,630,5100000,2900000,9100000,Approved,0.0,1.0,1.0,0.0,1
1,1000000,3400000,18,578,2300000,400000,3100000,Approved,0.0,1.0,1.0,0.0,1
3,9100000,18800000,20,308,14500000,10200000,20500000,Rejected,1.0,0.0,0.0,1.0,0
2,9300000,32300000,4,586,14300000,6400000,37000000,Approved,0.0,1.0,1.0,0.0,1
5,7700000,16400000,2,663,1100000,14800000,15800000,Approved,1.0,0.0,0.0,1.0,1
5,8900000,28800000,6,772,13600000,5500000,20400000,Approved,1.0,0.0,0.0,1.0,1
2,8800000,22400000,14,692,21700000,5100000,18600000,Approved,0.0,1.0,1.0,0.0,1
1,2100000,5200000,14,802,100000,600000,6400000,Approved,1.0,0.0,0.0,1.0,1
0,9100000,21100000,20,578,5900000,6200000,33700000,Approved,1.0,0.0,1.0,0.0,1
1,3200000,6600000,16,534,8800000,2600000,6500000,Rejected,0.0,1.0,1.0,0.0,0
5,800000,2600000,6,560,100000,200000,3000000,Approved,1.0,0.0,1.0,0.0,1
1,800000,2300000,10,770,900000,900000,2900000,Approved,1.0,0.0,1.0,0.0,1
0,500000,1800000,2,531,1300000,500000,1900000,Approved,0.0,1.0,1.0,0.0,1
5,4900000,13000000,10,865,13300000,3700000,14700000,Approved,1.0,0.0,1.0,0.0,1
5,6500000,18500000,4,891,13600000,3300000,23600000,Approved,0.0,1.0,1.0,0.0,1
3,9600000,37800000,10,418,6700000,5500000,34900000,Rejected,1.0,0.0,1.0,0.0,0
3,4100000,14700000,6,679,6600000,3700000,10500000,Approved,1.0,0.0,0.0,1.0,1
3,5300000,19600000,2,433,14700000,9900000,10800000,Approved,0.0,1.0,0.0,1.0,1
1,6200000,19700000,18,820,11200000,3400000,15600000,Approved,1.0,0.0,0.0,1.0,1
5,1000000,2300000,16,423,1700000,700000,2900000,Rejected,0.0,1.0,1.0,0.0,0
3,6000000,21300000,4,802,4700000,8900000,17300000,Approved,0.0,1.0,0.0,1.0,1
0,4400000,10800000,14,463,2400000,4800000,13800000,Rejected,1.0,0.0,1.0,0.0,0
4,9000000,29000000,16,590,4600000,15600000,29200000,Approved,0.0,1.0,1.0,0.0,1
0,6300000,19600000,6,425,15900000,10400000,13300000,Rejected,0.0,1.0,1.0,0.0,0
5,4100000,11100000,18,756,1700000,3000000,10800000,Approved,0.0,1.0,0.0,1.0,1
3,7800000,17700000,6,876,15600000,15200000,25100000,Approved,0.0,1.0,0.0,1.0,1
3,2900000,8500000,12,564,1000000,3100000,7500000,Approved,0.0,1.0,0.0,1.0,1
2,7000000,23800000,10,689,8400000,5400000,15700000,Approved,0.0,1.0,0.0,1.0,1
4,1400000,3700000,12,621,3100000,900000,5100000,Approved,0.0,1.0,0.0,1.0,1
1,1800000,4000000,16,747,700000,200000,4600000,Approved,1.0,0.0,0.0,1.0,1
3,4000000,12800000,18,635,6000000,7000000,12900000,Approved,1.0,0.0,1.0,0.0,1
1,2700000,5400000,6,413,4800000,1500000,6100000,Rejected,0.0,1.0,0.0,1.0,0
3,5300000,20300000,4,872,4300000,7300000,18400000,Approved,0.0,1.0,1.0,0.0,1
3,7400000,18300000,4,348,14300000,12600000,17900000,Rejected,1.0,0.0,0.0,1.0,0
0,6200000,20100000,20,345,9300000,5900000,17400000,Rejected,1.0,0.0,1.0,0.0,0
1,1200000,4600000,20,323,2000000,1700000,2600000,Rejected,0.0,1.0,1.0,0.0,0
4,900000,1900000,20,417,1000000,800000,2800000,Rejected,0.0,1.0,1.0,0.0,0
0,700000,1900000,18,572,1400000,1000000,2000000,Approved,1.0,0.0,1.0,0.0,1
5,3900000,9000000,8,340,4900000,6800000,9000000,Rejected,1.0,0.0,0.0,1.0,0
4,1900000,4300000,4,826,2400000,0,7000000,Approved,1.0,0.0,1.0,0.0,1
1,1200000,4800000,6,344,2900000,1700000,3200000,Rejected,0.0,1.0,0.0,1.0,0
2,2900000,7300000,2,776,8300000,3000000,8500000,Approved,0.0,1.0,1.0,0.0,1
5,4500000,12700000,8,307,11000000,3800000,12600000,Rejected,0.0,1.0,0.0,1.0,0
4,7800000,26800000,2,474,8900000,11200000,18400000,Approved,0.0,1.0,0.0,1.0,1
0,6700000,14900000,16,638,3300000,6900000,22300000,Approved,1.0,0.0,0.0,1.0,1
0,2000000,4800000,20,337,1300000,2200000,5500000,Rejected,0.0,1.0,1.0,0.0,0
2,5200000,12900000,18,644,400000,5000000,12000000,Approved,0.0,1.0,0.0,1.0,1
0,8000000,29800000,12,736,600000,15700000,30800000,Approved,1.0,0.0,1.0,0.0,1
0,8600000,29400000,16,643,1000000,14100000,33000000,Approved,1.0,0.0,0.0,1.0,1
1,3500000,9600000,4,398,1700000,6000000,7900000,Rejected,0.0,1.0,0.0,1.0,0
4,6900000,18000000,8,347,16400000,9300000,18300000,Rejected,0.0,1.0,1.0,0.0,0
1,9200000,18800000,2,351,22400000,2200000,31500000,Rejected,1.0,0.0,1.0,0.0,0
5,6800000,20100000,14,839,1900000,600000,15600000,Approved,0.0,1.0,1.0,0.0,1
2,3600000,12100000,14,408,10100000,4200000,13000000,Rejected,1.0,0.0,1.0,0.0,0
0,6600000,21200000,18,377,1000000,9600000,14800000,Rejected,1.0,0.0,0.0,1.0,0
2,1000000,2500000,6,551,1700000,200000,3700000,Approved,0.0,1.0,1.0,0.0,1
3,6600000,22100000,4,455,3800000,3000000,25100000,Approved,1.0,0.0,1.0,0.0,1
3,7200000,17700000,4,662,13100000,11500000,16300000,Approved,1.0,0.0,1.0,0.0,1
3,700000,2500000,14,819,1600000,1000000,2100000,Approved,0.0,1.0,1.0,0.0,1
3,3300000,9300000,12,324,5300000,2600000,7500000,Rejected,0.0,1.0,1.0,0.0,0
2,6700000,25500000,10,673,11100000,8600000,25100000,Approved,1.0,0.0,0.0,1.0,1
5,3600000,7700000,16,830,7000000,1300000,10000000,Approved,1.0,0.0,1.0,0.0,1
3,900000,2400000,10,489,800000,0,2800000,Rejected,1.0,0.0,0.0,1.0,0
1,1500000,5900000,16,400,4200000,2400000,4800000,Rejected,0.0,1.0,0.0,1.0,0
1,2200000,4900000,8,509,3800000,0,5400000,Rejected,1.0,0.0,1.0,0.0,0
0,3700000,9300000,14,531,8300000,1000000,8900000,Rejected,0.0,1.0,0.0,1.0,0
4,7100000,28200000,14,496,6300000,10900000,27700000,Rejected,0.0,1.0,1.0,0.0,0
0,6500000,24100000,20,488,3300000,6000000,22900000,Rejected,1.0,0.0,1.0,0.0,0
1,6400000,14100000,20,553,11700000,4500000,20000000,Approved,0.0,1.0,1.0,0.0,1
1,5100000,14200000,6,451,6100000,7600000,11400000,Rejected,0.0,1.0,1.0,0.0,0
1,300000,900000,20,419,800000,0,600000,Rejected,0.0,1.0,0.0,1.0,0
1,3400000,7000000,4,534,3100000,1600000,13000000,Rejected,1.0,0.0,0.0,1.0,0
2,7300000,28700000,14,634,5900000,3800000,21200000,Approved,1.0,0.0,1.0,0.0,1
0,1300000,4800000,4,835,500000,100000,3300000,Rejected,1.0,0.0,0.0,1.0,0
2,2900000,10200000,10,315,8100000,400000,6500000,Rejected,0.0,1.0,0.0,1.0,0
0,5700000,21400000,8,340,3200000,1900000,17200000,Rejected,0.0,1.0,1.0,0.0,0
2,1600000,3800000,12,532,3200000,1400000,5400000,Rejected,1.0,0.0,0.0,1.0,0
4,4200000,9100000,2,900,6700000,5300000,10900000,Approved,0.0,1.0,0.0,1.0,1
5,4500000,11600000,20,306,4800000,1900000,11900000,Rejected,1.0,0.0,0.0,1.0,0
5,6900000,15700000,14,887,13800000,5300000,25200000,Approved,0.0,1.0,0.0,1.0,1
3,700000,2000000,18,544,800000,1300000,1500000,Rejected,0.0,1.0,0.0,1.0,0
2,4800000,15300000,12,503,3300000,4000000,12000000,Rejected,1.0,0.0,0.0,1.0,0
3,8900000,20900000,6,859,9600000,16500000,29300000,Approved,0.0,1.0,0.0,1.0,1
0,400000,1200000,4,766,900000,300000,1200000,Approved,1.0,0.0,1.0,0.0,1
2,400000,1500000,4,743,700000,500000,1200000,Approved,0.0,1.0,1.0,0.0,1
1,9500000,23000000,10,627,28500000,11500000,21700000,Approved,1.0,0.0,1.0,0.0,1
1,4400000,14700000,8,894,11400000,6300000,9400000,Approved,1.0,0.0,0.0,1.0,1
0,8500000,21000000,6,665,3600000,9600000,27500000,Approved,1.0,0.0,1.0,0.0,1
0,1900000,4100000,18,801,400000,800000,4800000,Approved,0.0,1.0,1.0,0.0,1
1,1600000,4500000,14,673,1900000,2700000,3700000,Approved,1.0,0.0,1.0,0.0,1
0,9000000,27800000,8,712,900000,6700000,24400000,Approved,1.0,0.0,0.0,1.0,1
4,4800000,10800000,12,833,3000000,4000000,16400000,Approved,1.0,0.0,1.0,0.0,1
2,4600000,18400000,2,555,7700000,2400000,14200000,Approved,0.0,1.0,0.0,1.0,1
0,5900000,11800000,12,468,9100000,10000000,17500000,Rejected,1.0,0.0,1.0,0.0,0
4,7600000,29800000,20,361,13800000,5800000,15300000,Rejected,1.0,0.0,1.0,0.0,0
5,2600000,8600000,18,651,1000000,100000,7800000,Approved,1.0,0.0,0.0,1.0,1
0,9200000,22500000,10,317,14200000,17400000,28500000,Rejected,1.0,0.0,1.0,0.0,0
1,6500000,23100000,20,741,11400000,8500000,25700000,Approved,1.0,0.0,1.0,0.0,1
5,3900000,12700000,8,886,3500000,5800000,14900000,Approved,1.0,0.0,0.0,1.0,1
3,7700000,18100000,20,736,7800000,14500000,29100000,Approved,1.0,0.0,0.0,1.0,1
2,200000,500000,6,885,-100000,0,300000,Rejected,1.0,0.0,0.0,1.0,0
0,1200000,3200000,2,678,1500000,1000000,3400000,Approved,0.0,1.0,0.0,1.0,1
3,3900000,9800000,6,604,10900000,7300000,7700000,Approved,1.0,0.0,1.0,0.0,1
4,7000000,19600000,8,708,17600000,2600000,24300000,Approved,1.0,0.0,0.0,1.0,1
5,600000,1500000,14,543,300000,900000,2100000,Rejected,0.0,1.0,1.0,0.0,0
0,2800000,6800000,12,349,4100000,2000000,11100000,Rejected,1.0,0.0,0.0,1.0,0
3,7500000,25100000,18,554,12500000,7900000,28500000,Approved,1.0,0.0,0.0,1.0,1
3,5500000,16200000,18,778,4700000,10700000,15300000,Approved,0.0,1.0,1.0,0.0,1
0,9500000,20800000,14,565,15100000,11900000,33900000,Approved,0.0,1.0,0.0,1.0,1
2,4600000,12600000,2,355,6300000,6900000,14800000,Rejected,1.0,0.0,0.0,1.0,0
5,9800000,35700000,10,726,9400000,18900000,31200000,Approved,0.0,1.0,0.0,1.0,1
2,5800000,21700000,8,354,12500000,2300000,12200000,Rejected,1.0,0.0,1.0,0.0,0
2,4400000,12500000,18,492,7900000,1200000,10100000,Rejected,1.0,0.0,1.0,0.0,0
5,3600000,11600000,14,546,8500000,300000,12000000,Rejected,1.0,0.0,1.0,0.0,0
3,8400000,27200000,12,604,21400000,8800000,23700000,Approved,0.0,1.0,1.0,0.0,1
1,6300000,19000000,20,673,14600000,8100000,16000000,Approved,1.0,0.0,1.0,0.0,1
5,300000,800000,18,774,400000,200000,900000,Approved,1.0,0.0,0.0,1.0,1
2,4100000,16200000,6,546,3500000,3100000,15100000,Rejected,0.0,1.0,1.0,0.0,0
1,8400000,24700000,18,698,23000000,13200000,32700000,Approved,0.0,1.0,0.0,1.0,1
3,9400000,20500000,6,645,17400000,13000000,24500000,Approved,1.0,0.0,0.0,1.0,1
2,1900000,4600000,16,631,3200000,2700000,4500000,Approved,0.0,1.0,0.0,1.0,1
5,7200000,27100000,12,535,8400000,12800000,28100000,Rejected,1.0,0.0,0.0,1.0,0
5,4100000,9600000,2,307,8800000,7800000,8500000,Rejected,0.0,1.0,0.0,1.0,0
5,5000000,12400000,14,315,7400000,8600000,17000000,Rejected,0.0,1.0,1.0,0.0,0
3,2100000,6100000,8,346,5500000,600000,4500000,Rejected,0.0,1.0,0.0,1.0,0
5,2600000,5500000,8,676,6700000,800000,7200000,Approved,1.0,0.0,0.0,1.0,1
5,8000000,29100000,4,658,10600000,8600000,28800000,Approved,0.0,1.0,0.0,1.0,1
1,2600000,6600000,6,506,2300000,1900000,9600000,Rejected,1.0,0.0,1.0,0.0,0
0,1900000,6300000,16,811,1100000,100000,5100000,Approved,0.0,1.0,0.0,1.0,1
1,2900000,11500000,20,431,3600000,3800000,5900000,Rejected,0.0,1.0,1.0,0.0,0
3,5300000,20300000,14,432,15000000,0,17200000,Rejected,1.0,0.0,0.0,1.0,0
3,9600000,34200000,2,745,2500000,2000000,33000000,Approved,1.0,0.0,0.0,1.0,1
1,5900000,16700000,16,308,5800000,8800000,19100000,Rejected,1.0,0.0,0.0,1.0,0
3,6100000,21600000,16,428,2900000,6100000,15100000,Rejected,1.0,0.0,0.0,1.0,0
2,9300000,22000000,14,393,4300000,3800000,28400000,Rejected,1.0,0.0,1.0,0.0,0
2,7300000,15200000,20,776,14700000,9600000,26400000,Approved,0.0,1.0,0.0,1.0,1
0,2600000,6000000,8,382,1700000,2200000,8200000,Rejected,0.0,1.0,0.0,1.0,0
2,9800000,32400000,2,543,24200000,17500000,25700000,Approved,1.0,0.0,1.0,0.0,1
4,3900000,10600000,20,544,4100000,3100000,10900000,Rejected,0.0,1.0,1.0,0.0,0
1,6500000,14800000,12,360,3500000,2100000,15000000,Rejected,1.0,0.0,0.0,1.0,0
1,7400000,17900000,6,460,2600000,1300000,25900000,Rejected,1.0,0.0,1.0,0.0,0
0,7100000,15900000,14,746,9500000,3900000,23500000,Approved,1.0,0.0,1.0,0.0,1
3,9200000,27100000,12,306,5800000,11500000,28000000,Rejected,1.0,0.0,1.0,0.0,0
4,7600000,18600000,18,779,9100000,5600000,15200000,Approved,0.0,1.0,1.0,0.0,1
4,2300000,6000000,8,676,6000000,400000,4800000,Approved,0.0,1.0,1.0,0.0,1
4,8200000,24000000,20,831,23000000,3000000,24800000,Approved,1.0,0.0,0.0,1.0,1
1,9500000,19100000,16,662,100000,10500000,37700000,Approved,0.0,1.0,0.0,1.0,1
1,7100000,15200000,8,389,5900000,900000,24300000,Rejected,1.0,0.0,0.0,1.0,0
2,5500000,19000000,4,597,1100000,4000000,18700000,Approved,1.0,0.0,1.0,0.0,1
3,3900000,14300000,18,785,10900000,7600000,13900000,Approved,1.0,0.0,0.0,1.0,1
0,7900000,24000000,20,728,18600000,15600000,21800000,Approved,0.0,1.0,0.0,1.0,1
1,5500000,12100000,4,350,6300000,9200000,17200000,Rejected,1.0,0.0,0.0,1.0,0
5,3200000,10600000,2,432,6500000,3700000,11200000,Approved,1.0,0.0,1.0,0.0,1
2,3200000,10400000,10,556,8200000,5600000,11500000,Approved,1.0,0.0,1.0,0.0,1
4,8200000,25200000,18,691,5800000,8900000,28500000,Approved,1.0,0.0,1.0,0.0,1
3,5000000,13900000,8,555,12300000,6700000,18100000,Approved,1.0,0.0,0.0,1.0,1
3,2000000,4700000,14,673,800000,3400000,5900000,Approved,0.0,1.0,1.0,0.0,1
3,3100000,8500000,12,493,8700000,5100000,12000000,Rejected,1.0,0.0,1.0,0.0,0
2,4500000,14500000,18,498,7900000,200000,13500000,Rejected,0.0,1.0,1.0,0.0,0
3,2900000,11500000,16,843,2300000,2600000,10700000,Approved,1.0,0.0,1.0,0.0,1
3,3900000,10500000,20,821,1600000,6300000,11000000,Approved,0.0,1.0,1.0,0.0,1
5,4600000,14500000,14,561,2300000,6200000,10200000,Approved,0.0,1.0,0.0,1.0,1
0,900000,3600000,10,683,1400000,700000,3500000,Approved,0.0,1.0,0.0,1.0,1
4,5600000,16500000,20,692,14500000,7800000,18000000,Approved,1.0,0.0,0.0,1.0,1
4,8600000,22600000,14,729,300000,16200000,20500000,Approved,0.0,1.0,1.0,0.0,1
5,9600000,20600000,6,456,17300000,11000000,21700000,Rejected,1.0,0.0,0.0,1.0,0
5,3700000,11700000,4,413,8400000,5500000,12000000,Approved,0.0,1.0,1.0,0.0,1
2,9700000,30200000,14,769,23700000,13600000,26400000,Approved,0.0,1.0,1.0,0.0,1
4,7300000,14900000,2,358,13600000,12300000,20400000,Rejected,1.0,0.0,1.0,0.0,0
1,5300000,17800000,12,889,15300000,500000,14900000,Approved,0.0,1.0,1.0,0.0,1
2,2100000,6900000,2,566,700000,1500000,8100000,Approved,0.0,1.0,0.0,1.0,1
1,5000000,16800000,6,711,6300000,7600000,16000000,Approved,0.0,1.0,0.0,1.0,1
3,1200000,3300000,6,772,700000,900000,2900000,Approved,1.0,0.0,0.0,1.0,1
2,8400000,23200000,16,476,15200000,5400000,18700000,Rejected,0.0,1.0,1.0,0.0,0
3,9900000,36500000,16,562,17300000,18500000,22300000,Approved,0.0,1.0,0.0,1.0,1
3,5600000,13400000,6,865,14900000,9700000,12300000,Approved,1.0,0.0,1.0,0.0,1
0,9800000,34800000,14,497,3000000,2200000,23800000,Rejected,1.0,0.0,1.0,0.0,0
3,9100000,30100000,14,564,26600000,7300000,22700000,Approved,1.0,0.0,0.0,1.0,1
2,8800000,31100000,12,729,12300000,2400000,21900000,Approved,0.0,1.0,0.0,1.0,1
2,8900000,29200000,8,608,10800000,5200000,33500000,Approved,0.0,1.0,1.0,0.0,1
3,8800000,30200000,8,607,13600000,12700000,21500000,Approved,1.0,0.0,0.0,1.0,1
4,1600000,3200000,16,657,200000,100000,5700000,Approved,0.0,1.0,1.0,0.0,1
2,2300000,9100000,20,610,3700000,600000,7800000,Approved,0.0,1.0,0.0,1.0,1
0,6100000,23300000,12,478,3800000,2300000,17700000,Rejected,1.0,0.0,0.0,1.0,0
5,700000,1400000,4,344,1500000,800000,2600000,Rejected,0.0,1.0,1.0,0.0,0
4,5300000,19200000,4,655,14200000,6900000,17800000,Approved,1.0,0.0,0.0,1.0,1
0,9600000,19600000,12,500,21500000,700000,37600000,Rejected,0.0,1.0,0.0,1.0,0
3,5900000,18900000,4,742,10800000,4500000,23200000,Approved,0.0,1.0,0.0,1.0,1
1,2400000,8900000,8,835,2400000,1200000,5500000,Approved,1.0,0.0,1.0,0.0,1
2,3300000,11700000,14,439,4000000,6300000,8300000,Rejected,0.0,1.0,1.0,0.0,0
2,9200000,33000000,14,874,3900000,9700000,31200000,Approved,0.0,1.0,0.0,1.0,1
3,5800000,16600000,10,444,13300000,5900000,15000000,Rejected,0.0,1.0,0.0,1.0,0
4,5400000,15700000,18,452,13700000,2600000,16500000,Rejected,1.0,0.0,1.0,0.0,0
4,3700000,7400000,12,363,4800000,6800000,10500000,Rejected,0.0,1.0,0.0,1.0,0
2,7800000,27200000,18,622,6000000,6000000,26400000,Approved,0.0,1.0,0.0,1.0,1
4,6000000,14900000,2,321,6900000,7700000,18000000,Rejected,0.0,1.0,1.0,0.0,0
1,7600000,25400000,10,595,7900000,400000,24900000,Approved,1.0,0.0,0.0,1.0,1
1,7100000,17000000,6,754,1100000,500000,27000000,Approved,0.0,1.0,1.0,0.0,1
5,4300000,13800000,18,618,9600000,800000,14000000,Approved,1.0,0.0,0.0,1.0,1
4,7400000,17500000,4,540,8800000,7600000,17900000,Rejected,1.0,0.0,1.0,0.0,0
1,8800000,20200000,6,627,24200000,16100000,17600000,Approved,1.0,0.0,1.0,0.0,1
4,2300000,7700000,16,589,6000000,4400000,6300000,Approved,0.0,1.0,0.0,1.0,1
2,2500000,8600000,8,835,2500000,4000000,7700000,Approved,0.0,1.0,1.0,0.0,1
4,4400000,16600000,14,889,800000,1400000,14900000,Approved,0.0,1.0,0.0,1.0,1
4,8100000,19400000,6,346,7800000,9300000,29300000,Rejected,0.0,1.0,0.0,1.0,0
5,500000,1800000,18,411,1000000,500000,1300000,Rejected,0.0,1.0,0.0,1.0,0
0,5400000,19500000,16,758,2600000,2700000,18300000,Approved,1.0,0.0,0.0,1.0,1
1,5000000,16900000,12,517,2200000,1500000,15500000,Rejected,0.0,1.0,0.0,1.0,0
0,7400000,24100000,16,779,800000,2900000,28900000,Approved,1.0,0.0,1.0,0.0,1
4,8000000,27800000,16,331,13000000,6300000,21400000,Rejected,1.0,0.0,1.0,0.0,0
2,7100000,27000000,10,430,20700000,8300000,24500000,Rejected,0.0,1.0,1.0,0.0,0
0,3800000,11200000,20,479,1100000,6400000,12000000,Rejected,1.0,0.0,0.0,1.0,0
1,4700000,15700000,4,468,13300000,5100000,16200000,Approved,1.0,0.0,1.0,0.0,1
3,9500000,32500000,14,581,2800000,14300000,36000000,Approved,1.0,0.0,0.0,1.0,1
4,6200000,12400000,20,547,14200000,10800000,17200000,Rejected,1.0,0.0,1.0,0.0,0
4,5100000,12200000,14,511,2700000,6000000,18300000,Rejected,1.0,0.0,1.0,0.0,0
0,8400000,23000000,14,455,400000,13400000,29800000,Rejected,0.0,1.0,0.0,1.0,0
1,8100000,27600000,16,438,1000000,10500000,32200000,Rejected,0.0,1.0,0.0,1.0,0
2,7800000,25400000,10,513,22100000,600000,23500000,Rejected,1.0,0.0,0.0,1.0,0
0,3100000,9300000,6,663,1300000,1400000,8100000,Approved,1.0,0.0,1.0,0.0,1
1,7400000,29100000,8,597,12100000,4800000,16300000,Approved,0.0,1.0,1.0,0.0,1
5,1300000,4300000,2,595,1300000,500000,2900000,Approved,1.0,0.0,0.0,1.0,1
1,4700000,14000000,2,411,4600000,5100000,10600000,Rejected,1.0,0.0,1.0,0.0,0
3,2300000,6800000,10,418,2800000,2700000,6300000,Rejected,1.0,0.0,1.0,0.0,0
0,8900000,25800000,18,531,12400000,3400000,22900000,Rejected,1.0,0.0,1.0,0.0,0
